feature,importance,std
species_Subdoligranulum_sum,0.0008562697464030085,0.01210788736500872
species_Bacteroides_std,0.0008550045737485401,0.010725113653716523
family_Acidaminococcales_sum,0.0008523398664865374,0.01123614755787905
genus_Fusobacteriaceae_sum,0.0008516600978201831,0.012471465193318253
species_Varibaculum_median,0.0008503518991416266,0.011988529924292852
abundance_25,0.0008498104571573722,0.01098217384013823
top_3_abundance_family,0.0008491082262089756,0.009851102249628855
order_Unknown_mean,0.0008486475274285091,0.010652183947817914
order_Actinobacteria_ratio,0.0008479412567124982,0.010738313124140652
abundance_141,0.000847042930175016,0.011779060477774021
genus_Streptococcaceae_ratio,0.0008458936729357022,0.010583025667225247
abundance_zscore_115,0.0008449304421079716,0.0100381671692708
family_Burkholderiales_std,0.0008448029308107691,0.010625521714205449
evenness_order,0.000842257885699024,0.010792962856285707
species_Finegoldia_sum,0.0008420477479573834,0.010643551138990985
abundance_zscore_54,0.0008400951340132121,0.011439662556981157
dominance_phylum,0.0008371241437832786,0.010765142021889655
genus_Veillonellaceae_mean,0.0008328437939649388,0.009655470374138223
genus_Clostridiales_Family_XIII._Incertae_Sedis_sum,0.000830134661154948,0.009512110717755493
family_Fusobacteriales_median,0.0008297730347640431,0.012744638233625323
genus_Actinomycetaceae_ratio,0.0008265986483042139,0.009875584215481811
genus_Veillonellaceae_sum,0.0008264278822345234,0.01197368804479243
family_Veillonellales_ratio,0.000826315070950569,0.009813957492135001
genus_Akkermansiaceae_ratio,0.0008252932001855433,0.011291818081737657
genus_Veillonellaceae_ratio,0.0008250248247074257,0.010973599202789765
order_Negativicutes_ratio,0.000822687829465077,0.01100685519962705
species_Tidjanibacter_ratio,0.0008208786883811923,0.010315653843349731
abundance_zscore_112,0.0008202372022936736,0.011049075331584614
family_Fusobacteriales_mean,0.0008199808041658088,0.011435706820701764
abundance_132,0.0008184346279520592,0.0104742695431521
class_Firmicutes_ratio,0.0008174859979650566,0.010554834273167621
abundance_24,0.0008162613965023601,0.011346261502899484
genus_Actinomycetaceae_sum,0.0008155229054916716,0.010050644477158359
species_Blautia_mean,0.0008148490417469418,0.0101935492310969
species_Faecalitalea_sum,0.0008130452867406654,0.012383142933867742
genus_Coriobacteriaceae_sum,0.0008122307863591626,0.009841756853450978
family_Erysipelotrichales_mean,0.0008095034958915747,0.010514663574826812
species_Facklamia_ratio,0.0008088151119691928,0.011683577867872373
abundance_96,0.0008082486253039862,0.010649637121507597
species_Prevotella_ratio,0.0008079316350946732,0.01065789099256128
family_Rhizobiales_mean,0.0008074253744228838,0.01133377314076771
family_Erysipelotrichales_ratio,0.0008066591436354941,0.01028824561500108
species_Anaerostipes_median,0.0008049211171196649,0.010826395964348133
species_Odoribacter_std,0.000804737430579643,0.011062019266348465
